Wall time,Step,Value
1762044806.2232277,0,23.88372039794922
1762044807.0862713,1,27.83783721923828
1762044808.0184765,2,37.51852035522461
1762044809.0651314,3,50.25
1762044810.0902798,4,53.52631759643555
1762044811.2451763,5,102.9000015258789
1762044812.394758,6,67.93333435058594
1762044813.3990853,7,85.83333587646484
1762044814.5235908,8,113.30000305175781
1762044815.5210178,9,141.875
1762044816.4041166,10,131.625
1762044817.3406365,11,112.77777862548828
1762044818.2565014,12,154.14285278320312
1762044819.2014072,13,173.5
1762044820.1747477,14,186.8333282470703
1762044821.0997062,15,175.0
1762044822.2093189,16,192.8333282470703
1762044823.1296828,17,129.75
1762044824.0174813,18,129.5
1762044825.0356846,19,136.5
1762044825.9906628,20,137.25
1762044827.0353098,21,144.5
1762044828.0213857,22,134.5
1762044829.0137336,23,147.875
1762044829.9764533,24,155.57142639160156
1762044830.84048,25,100.80000305175781
1762044831.8116548,26,159.85714721679688
1762044832.6831152,27,170.0
1762044833.5395663,28,146.7142791748047
1762044834.5194228,29,147.14285278320312
1762044835.445919,30,179.5
1762044836.3251107,31,203.1999969482422
1762044837.2975798,32,191.3333282470703
1762044838.515944,33,202.1666717529297
1762044839.6821642,34,201.0
1762044840.581502,35,256.75
1762044841.630326,36,289.5
1762044842.601225,37,279.5
1762044843.6539042,38,291.0
1762044844.7268171,39,287.75
1762044845.6825075,40,261.5
1762044846.8830602,41,301.0
1762044847.9046988,42,379.6666564941406
1762044849.2923799,43,492.3333435058594
1762044850.4333613,44,399.3333435058594
1762044851.4877567,45,437.3333435058594
1762044852.6350114,46,481.6666564941406
1762044853.5152874,47,500.0
1762044854.3984683,48,500.0
1762044855.2912717,49,500.0
1762044856.3350935,50,446.6666564941406
1762044857.510401,51,429.0
1762044858.486577,52,350.3333435058594
1762044859.5126138,53,327.5
1762044860.3670824,54,344.0
1762044861.3036325,55,278.0
1762044862.327629,56,275.75
1762044863.342533,57,370.6666564941406
1762044864.456941,58,268.0
1762044865.3955226,59,194.0
1762044866.371619,60,261.25
1762044867.3401413,61,202.8333282470703
1762044868.379593,62,266.0
1762044869.4361973,63,203.5
1762044870.6860528,64,373.75
1762044871.7800033,65,441.6666564941406
1762044872.8398027,66,407.3333435058594
1762044873.977591,67,413.3333435058594
1762044874.955762,68,318.0
1762044876.0050967,69,441.6666564941406
1762044877.0128496,70,322.0
1762044877.9149773,71,263.5
1762044878.892076,72,353.0
1762044879.834037,73,272.25
1762044881.0470917,74,317.75
1762044882.090151,75,413.3333435058594
1762044883.1264637,76,389.6666564941406
1762044884.1661196,77,439.0
1762044885.0696495,78,500.0
1762044885.970713,79,351.6666564941406
1762044886.8388655,80,500.0
1762044887.7251954,81,500.0
1762044888.6137066,82,500.0
1762044889.482086,83,500.0
1762044890.367667,84,500.0
1762044891.2428575,85,500.0
1762044892.1229713,86,500.0
1762044893.0004125,87,500.0
1762044893.8837545,88,500.0
1762044894.796809,89,500.0
1762044895.6748672,90,500.0
1762044896.5561373,91,500.0
1762044897.4262152,92,500.0
1762044898.309171,93,500.0
1762044899.177704,94,500.0
1762044900.0363379,95,500.0
1762044900.917301,96,500.0
1762044901.7783608,97,500.0
1762044902.6567056,98,500.0
1762044903.5216146,99,500.0
1762044904.4063451,100,500.0
1762044905.3944426,101,500.0
1762044906.3860993,102,500.0
1762044907.358589,103,500.0
1762044908.3457334,104,500.0
1762044909.2934463,105,500.0
1762044910.2698343,106,500.0
1762044911.1480467,107,500.0
1762044912.2198308,108,450.0
1762044913.1281853,109,500.0
1762044914.0544448,110,500.0
1762044914.984231,111,500.0
1762044915.9100487,112,500.0
1762044916.9637663,113,500.0
1762044918.1174774,114,500.0
1762044919.1432152,115,287.5
1762044920.2177832,116,268.0
1762044921.19393,117,367.0
1762044922.121995,118,339.0
1762044923.145951,119,370.6666564941406
1762044924.2966428,120,307.25
1762044925.2947571,121,245.0
1762044926.2287564,122,205.8000030517578
1762044927.2262692,123,187.0
1762044928.1660528,124,149.25
1762044929.0357215,125,143.2857208251953
1762044929.9430356,126,138.0
1762044931.0065973,127,135.375
1762044931.9845035,128,140.875
1762044932.8984406,129,126.5
1762044933.8449671,130,127.125
1762044934.8011837,131,117.66666412353516
1762044935.775103,132,141.625
1762044936.618848,133,125.125
1762044937.5574381,134,109.5
1762044938.4872892,135,120.44444274902344
1762044939.3969247,136,132.5
1762044940.386118,137,137.625
1762044941.3533256,138,163.7142791748047
1762044942.25757,139,170.3333282470703
1762044943.3821044,140,190.0
1762044944.6020873,141,293.0
1762044945.5902889,142,342.0
1762044946.5286472,143,500.0
1762044947.46667,144,500.0
1762044948.380251,145,500.0
1762044949.2867684,146,500.0
1762044950.2027304,147,500.0
1762044951.1210508,148,500.0
1762044952.0392485,149,500.0
1762044952.918101,150,500.0
1762044953.8460257,151,500.0
1762044954.7765458,152,500.0
1762044955.6804383,153,500.0
1762044956.628564,154,500.0
1762044957.4987788,155,500.0
1762044958.4019027,156,500.0
1762044959.3834896,157,500.0
1762044960.3598144,158,500.0
1762044961.2406907,159,500.0
1762044962.1444905,160,500.0
1762044963.0513034,161,500.0
1762044963.9527686,162,500.0
1762044964.8419187,163,500.0
1762044965.7408943,164,500.0
1762044966.6520278,165,500.0
1762044967.5633001,166,500.0
1762044968.4432325,167,500.0
1762044969.336331,168,500.0
1762044970.2271903,169,500.0
1762044971.1298149,170,500.0
1762044972.043091,171,500.0
1762044972.9583237,172,500.0
1762044973.8827622,173,500.0
1762044974.7919466,174,500.0
1762044975.6983337,175,500.0
1762044976.5969367,176,500.0
1762044977.499161,177,500.0
1762044978.4117851,178,500.0
1762044979.3168066,179,500.0
1762044980.2205675,180,500.0
1762044981.105411,181,500.0
1762044981.9553926,182,500.0
1762044982.854219,183,500.0
1762044983.7452276,184,500.0
1762044984.6387694,185,500.0
1762044985.541743,186,500.0
1762044986.4430006,187,500.0
1762044987.348353,188,500.0
1762044988.2677143,189,500.0
1762044989.1396658,190,500.0
1762044990.046495,191,500.0
1762044990.9433973,192,500.0
1762044991.8593264,193,500.0
1762044992.791291,194,350.6666564941406
1762044993.7001212,195,500.0
1762044994.639599,196,350.3333435058594
1762044995.5585747,197,500.0
1762044996.5062523,198,153.7142791748047
1762044997.4121394,199,337.3333435058594
