Wall time,Step,Value
1762045695.378885,0,23.491228103637695
1762045698.08989,1,36.70909118652344
1762045700.7923424,2,44.010868072509766
1762045703.5073357,3,56.845069885253906
1762045706.1887484,4,65.85246276855469
1762045708.7714243,5,72.98213958740234
1762045711.4180155,6,74.65454864501953
1762045713.9630227,7,85.34042358398438
1762045716.6463523,8,108.31578826904297
1762045719.2633386,9,141.65516662597656
1762045722.0677605,10,165.0399932861328
1762045724.7758093,11,176.30435180664062
1762045727.4660885,12,216.4736785888672
1762045730.2694492,13,221.2105255126953
1762045733.1107538,14,389.6363525390625
1762045735.8655522,15,249.58824157714844
1762045738.7404857,16,278.0666809082031
1762045741.4748473,17,318.4615478515625
1762045744.5974865,18,342.1666564941406
1762045747.7987008,19,407.0
1762045750.7623565,20,460.8888854980469
1762045753.5594258,21,458.4444580078125
1762045756.5568848,22,498.6666564941406
1762045759.3383524,23,500.0
1762045762.454733,24,494.77777099609375
1762045765.3109593,25,485.3333435058594
1762045768.0429535,26,500.0
1762045770.9152732,27,500.0
1762045773.6036077,28,500.0
1762045776.3517978,29,500.0
1762045778.9913085,30,500.0
1762045781.5819817,31,500.0
1762045784.2090583,32,500.0
1762045786.922619,33,500.0
1762045789.5384412,34,500.0
1762045792.4887707,35,496.5555419921875
1762045795.6113105,36,356.25
1762045798.5000498,37,208.25
1762045801.3951902,38,228.05555725097656
1762045804.1996086,39,277.0625
1762045807.1130095,40,281.3333435058594
1762045809.7141135,41,267.6666564941406
1762045812.3960822,42,405.29998779296875
1762045815.2419446,43,438.70001220703125
1762045817.873895,44,500.0
1762045820.4481158,45,500.0
1762045822.9754496,46,500.0
1762045825.5956218,47,500.0
1762045828.1716561,48,500.0
1762045830.7404075,49,500.0
1762045833.5405457,50,484.0
1762045836.183615,51,500.0
1762045838.7975159,52,500.0
1762045841.4374573,53,500.0
1762045844.075695,54,500.0
1762045846.6996284,55,500.0
1762045849.3344316,56,500.0
1762045851.9314618,57,500.0
1762045854.5356297,58,500.0
1762045857.1717114,59,500.0
1762045859.7923806,60,500.0
1762045862.4262092,61,500.0
1762045865.1417823,62,500.0
1762045867.8189998,63,500.0
1762045870.5233176,64,500.0
