Wall time,Step,Value
1762041801.7661295,0,21.826086044311523
1762041802.6666527,1,25.14634132385254
1762041803.539569,2,39.44444274902344
1762041804.470611,3,42.560001373291016
1762041805.3652225,4,43.826087951660156
1762041806.3297958,5,57.44444274902344
1762041807.3260064,6,55.72222137451172
1762041808.303539,7,64.0
1762041809.3224728,8,72.26667022705078
1762041810.5031865,9,88.5
1762041811.5040815,10,81.53845977783203
1762041812.4090388,11,73.71428680419922
1762041813.441119,12,62.88888931274414
1762041814.3737106,13,92.90908813476562
1762041815.2772062,14,101.9000015258789
1762041816.2446837,15,174.0
1762041817.1666098,16,207.1999969482422
1762041818.0528462,17,145.42857360839844
1762041819.098013,18,132.875
1762041820.0478773,19,129.875
1762041821.0829449,20,150.0
1762041822.1523812,21,138.125
1762041823.2144058,22,138.875
1762041824.3021448,23,159.0
1762041825.2654493,24,138.5
1762041826.1551313,25,202.39999389648438
1762041827.0376432,26,170.3333282470703
1762041827.9428198,27,143.42857360839844
1762041828.958967,28,159.57142639160156
1762041829.8674345,29,143.42857360839844
1762041830.8686838,30,160.0
1762041831.934569,31,177.6666717529297
1762041832.967711,32,169.3333282470703
1762041834.0408251,33,158.2857208251953
1762041835.178826,34,132.375
1762041836.321553,35,155.85714721679688
1762041837.2880297,36,134.375
1762041838.2155178,37,170.3333282470703
1762041839.2349203,38,112.5999984741211
1762041840.1015394,39,118.11111450195312
1762041841.0291288,40,146.14285278320312
1762041841.9348838,41,147.2857208251953
1762041842.8755584,42,145.375
1762041843.8049219,43,110.30000305175781
1762041844.6711178,44,101.30000305175781
1762041845.6548283,45,129.77777099609375
1762041846.5503926,46,85.16666412353516
1762041847.4737368,47,81.76923370361328
1762041848.3981984,48,105.4000015258789
1762041849.3352807,49,63.9375
1762041850.2085507,50,67.86666870117188
1762041851.100123,51,78.69230651855469
1762041852.0667934,52,75.19999694824219
1762041852.989503,53,87.25
1762041853.9076853,54,103.30000305175781
1762041854.8389614,55,101.80000305175781
1762041855.7709596,56,202.39999389648438
1762041856.9512832,57,158.0
1762041858.031539,58,198.5
1762041858.9995794,59,212.60000610351562
1762041860.036394,60,320.25
1762041861.1451976,61,417.0
1762041862.2171404,62,317.5
1762041863.2613785,63,405.0
1762041864.3710966,64,347.6666564941406
1762041865.3851807,65,380.3333435058594
1762041866.4221818,66,404.3333435058594
1762041867.5497334,67,432.3333435058594
1762041868.577796,68,345.3333435058594
1762041869.7489474,69,485.6666564941406
1762041870.640016,70,500.0
1762041871.8117783,71,478.6666564941406
1762041872.6977634,72,500.0
1762041873.5959077,73,500.0
1762041874.520306,74,500.0
1762041875.4041476,75,500.0
1762041876.3070629,76,500.0
1762041877.2255542,77,500.0
1762041878.468888,78,423.6666564941406
1762041879.4240017,79,360.6666564941406
1762041880.3633614,80,150.2857208251953
1762041881.3711677,81,129.55555725097656
1762041882.258556,82,118.0
1762041883.1577456,83,108.80000305175781
1762041884.02453,84,101.19999694824219
1762041884.9109786,85,100.09091186523438
1762041885.8157115,86,100.30000305175781
1762041886.7601736,87,97.7272720336914
1762041887.68871,88,100.0
1762041888.590007,89,102.0999984741211
1762041889.5629196,90,99.2727279663086
1762041890.4713576,91,99.18181610107422
1762041891.4273255,92,99.09091186523438
1762041892.3502722,93,101.69999694824219
1762041893.2518904,94,97.36363983154297
1762041894.1674132,95,99.63636016845703
1762041895.0385232,96,103.4000015258789
1762041895.918614,97,102.69999694824219
1762041896.7852736,98,100.69999694824219
1762041897.6737022,99,102.4000015258789
1762041898.5398662,100,100.80000305175781
1762041899.4262223,101,103.5999984741211
1762041900.3350947,102,100.19999694824219
1762041901.2612922,103,99.81818389892578
1762041902.1942356,104,104.19999694824219
1762041903.2158716,105,100.4000015258789
1762041904.2338574,106,94.81818389892578
1762041905.2304325,107,94.45454406738281
1762041906.220855,108,98.0
1762041907.157681,109,91.90908813476562
1762041908.1913939,110,74.78571319580078
1762041909.0890524,111,80.76923370361328
1762041909.9970078,112,80.84615325927734
1762041910.8896687,113,82.61538696289062
1762041911.8032987,114,85.83333587646484
1762041912.7292416,115,99.36363983154297
1762041913.6745148,116,97.0
1762041914.5679376,117,104.80000305175781
1762041915.5632205,118,104.9000015258789
1762041916.3765514,119,102.19999694824219
1762041917.193834,120,102.9000015258789
1762041918.07031,121,101.5
1762041918.928773,122,102.5
1762041919.8978162,123,105.5
1762041920.8014407,124,101.5
1762041921.7143419,125,103.9000015258789
1762041922.6084468,126,101.5999984741211
1762041923.4953039,127,102.80000305175781
1762041924.4092386,128,104.0
1762041925.3235724,129,103.5
1762041926.1818485,130,114.77777862548828
1762041927.1639311,131,116.22222137451172
1762041928.1849682,132,128.5
1762041929.2476943,133,135.75
1762041930.2492287,134,135.25
1762041931.1481326,135,143.14285278320312
1762041932.0842729,136,126.25
1762041933.1900733,137,132.0
1762041934.1499336,138,136.375
1762041935.033398,139,133.5
1762041936.0437899,140,141.5
1762041937.009505,141,122.66666412353516
1762041937.9363465,142,155.7142791748047
1762041938.8317533,143,120.33333587646484
1762041939.7660024,144,134.0
1762041940.772706,145,132.125
1762041941.7296367,146,119.88888549804688
1762041942.666271,147,146.2857208251953
1762041943.8796947,148,216.60000610351562
1762041944.8673625,149,254.25
1762041945.894212,150,275.75
1762041946.8935316,151,390.0
1762041947.8815722,152,390.3333435058594
1762041948.853934,153,357.3333435058594
1762041949.7759707,154,500.0
1762041950.6966054,155,500.0
1762041951.616502,156,500.0
1762041952.5305486,157,500.0
1762041953.5448592,158,500.0
1762041954.5056334,159,500.0
1762041955.4833567,160,500.0
